feature,feature_value,shapley_value
PTRATIO,17.9,0.4141567586531313
PTRATIO,17.9,0.5102505966832841
PTRATIO,17.9,0.5691285805694467
PTRATIO,17.9,0.7763174007895985
PTRATIO,17.9,1.3038797940152926
PTRATIO,17.9,0.8056212137970722
PTRATIO,16.8,1.5804455232058527
PTRATIO,16.8,1.4841086165411252
PTRATIO,16.8,1.1388017139583393
PTRATIO,16.8,1.3805701651812357
PTRATIO,21.1,-3.833940020653204
PTRATIO,17.9,-1.582628110536425
PTRATIO,17.3,-0.4513721443325986
PTRATIO,15.1,1.697455888988027
PTRATIO,19.7,-1.8519038229501588
PTRATIO,19.7,-1.714348367635164
PTRATIO,19.7,-1.4929447518764944
PTRATIO,19.7,-1.4805698322821093
PTRATIO,19.7,-1.8723443069025083
PTRATIO,19.7,-1.9394236503083624
PTRATIO,18.6,-0.9921367137097012
PTRATIO,16.1,1.2159190718060464
PTRATIO,16.1,1.549115807277931
PTRATIO,18.9,-0.5051739992956046
PTRATIO,18.9,-0.2501056665728245
PTRATIO,18.9,-0.4574786168659077
PTRATIO,19.2,-0.8552322527126621
PTRATIO,19.2,-0.6026758829291938
PTRATIO,19.2,-0.7648904112647329
PTRATIO,19.2,-0.7821296246902664
PTRATIO,18.7,-0.0241382814041443
PTRATIO,18.7,0.1431805274550783
PTRATIO,18.7,0.278152202369943
PTRATIO,18.7,0.2058004349198407
PTRATIO,18.7,0.2909085899325038
PTRATIO,18.7,0.2592445873278409
PTRATIO,19.0,-1.491808032027918
PTRATIO,19.0,-1.3062769158579757
PTRATIO,19.0,-1.3240191119970075
PTRATIO,19.0,-1.221764071951778
PTRATIO,18.5,-0.478093139856048
PTRATIO,18.5,-0.6236796696099314
PTRATIO,18.5,-0.3049634928688905
PTRATIO,18.5,-0.4432731328732874
PTRATIO,17.8,-0.1491333695006721
PTRATIO,17.8,-0.2341648807201819
PTRATIO,17.8,0.0464709143924466
PTRATIO,17.8,0.0582628861454541
PTRATIO,18.2,-0.2746399693173995
PTRATIO,18.2,-0.3163678726276649
PTRATIO,18.2,-0.0889170244615689
PTRATIO,18.0,-0.1187311987830962
PTRATIO,18.0,0.1836828896774933
PTRATIO,18.0,-0.583169488949413
PTRATIO,18.0,-0.6300345016372165
PTRATIO,18.0,-0.3634904199692487
PTRATIO,20.9,-3.132687060223276
PTRATIO,20.9,-3.212603736799457
PTRATIO,20.9,-3.061108955284398
PTRATIO,20.9,-2.8274883283371284
PTRATIO,20.9,-2.870842977146244
PTRATIO,20.9,-2.6654759619013
PTRATIO,20.9,-2.6166341814859053
PTRATIO,20.9,-2.8448607356737257
PTRATIO,20.9,-2.950292929087853
PTRATIO,20.9,-2.8046111530828965
PTRATIO,20.9,-2.9483778214784766
PTRATIO,17.8,0.6195824973568455
PTRATIO,17.8,1.0399304483173752
PTRATIO,17.8,1.0202435347118806
PTRATIO,17.8,0.7618469426426016
PTRATIO,17.8,1.0049120987933755
PTRATIO,17.8,0.8149224320162695
PTRATIO,17.8,0.85352161823707
PTRATIO,17.8,0.9698126270780628
PTRATIO,17.8,0.9765071154653566
PTRATIO,19.1,-0.932237745007622
PTRATIO,19.1,-0.9424759320314028
PTRATIO,19.1,-0.8213562546653718
PTRATIO,19.1,-0.6057544955749735
PTRATIO,19.1,-0.7983879489287874
PTRATIO,19.1,-0.918949922275364
PTRATIO,19.1,-0.4971060790812518
PTRATIO,21.2,-2.858042850192429
PTRATIO,21.2,-3.129029198516566
PTRATIO,21.2,-2.8027026679289992
PTRATIO,21.2,-3.189896854498602
PTRATIO,21.2,-3.1464193995492526
PTRATIO,21.2,-3.191115930059192
PTRATIO,21.2,-2.921284957243157
PTRATIO,21.2,-2.8686447810778337
PTRATIO,21.2,-3.04751360574034
PTRATIO,21.2,-2.9470324760534883
PTRATIO,21.2,-3.1554064302833904
PTRATIO,21.2,-2.8121536742292808
PTRATIO,21.2,-2.9734608950079835
PTRATIO,21.2,-2.863460016833114
PTRATIO,21.2,-2.226292504341799
PTRATIO,14.7,3.337250627688547
PTRATIO,14.7,3.785971860398835
PTRATIO,14.7,4.020439646269787
PTRATIO,14.7,3.5441032311286764
PTRATIO,14.7,3.4433987776291923
PTRATIO,14.7,4.014685344472508
PTRATIO,14.7,3.891418301941262
PTRATIO,14.7,3.5988531541778053
PTRATIO,14.7,3.2640385885129453
PTRATIO,14.7,3.4750966814901387
PTRATIO,14.7,3.068600902102922
PTRATIO,14.7,3.418742667186235
PTRATIO,14.7,2.8045507776968117
PTRATIO,14.7,2.7145677923080904
PTRATIO,14.7,3.5227220554334373
PTRATIO,14.7,4.02701395633316
PTRATIO,14.7,4.354689301302882
PTRATIO,14.7,2.990134728621496
PTRATIO,14.7,3.779348089505716
PTRATIO,14.7,3.771797721467465
PTRATIO,14.7,3.2341951055730065
PTRATIO,14.7,3.0736958326314587
PTRATIO,14.7,4.569700952015903
PTRATIO,14.7,4.41125937629853
PTRATIO,14.7,3.697128451566008
PTRATIO,14.7,4.497578442903434
PTRATIO,14.7,4.381327777355021
PTRATIO,14.7,4.373200178854207
PTRATIO,14.7,4.608153618745232
PTRATIO,14.7,4.5742445365504905
PTRATIO,16.6,2.074809266834228
PTRATIO,16.6,1.656545459861701
PTRATIO,16.6,1.809245112904867
PTRATIO,16.6,1.4027979962421808
PTRATIO,16.6,1.7472465934925647
PTRATIO,16.6,1.624645741440301
PTRATIO,16.6,1.4464064478380092
PTRATIO,17.8,-0.4114486965099744
PTRATIO,17.8,-0.5389155260732683
PTRATIO,17.8,-0.0360337797621271
PTRATIO,17.8,-0.3836811187255596
PTRATIO,17.8,-0.1545027685650905
PTRATIO,17.8,0.3420170764298404
PTRATIO,17.8,0.0976828069915883
PTRATIO,17.8,-0.6979694760100285
PTRATIO,15.2,2.7673402153523323
PTRATIO,15.2,2.790106330974678
PTRATIO,15.2,2.637310239048849
PTRATIO,15.2,2.7421240624093803
PTRATIO,15.2,2.830009956554843
PTRATIO,15.2,2.6321658898447637
PTRATIO,15.6,1.5948493123525682
PTRATIO,15.6,1.6641853841627758
PTRATIO,14.4,2.225797146751093
PTRATIO,12.6,4.812002607358835
PTRATIO,12.6,4.975460722220233
PTRATIO,12.6,4.887550055858951
PTRATIO,17.0,-0.3068198903217755
PTRATIO,17.0,-0.368139222396222
PTRATIO,14.7,2.7279391277645098
PTRATIO,14.7,2.0925081741016
PTRATIO,14.7,1.6436723470615997
PTRATIO,14.7,1.5586926886557897
PTRATIO,18.6,-0.3300283133166924
PTRATIO,18.6,-0.3631834308741072
PTRATIO,18.6,0.0375975543451358
PTRATIO,18.6,-0.651618755857338
PTRATIO,18.6,-0.113576443066233
PTRATIO,18.6,-0.4760584442697382
PTRATIO,18.6,-0.1547736255595928
PTRATIO,18.6,-0.5758417446038159
PTRATIO,18.6,-0.4961459713255206
PTRATIO,18.6,0.2072577352368598
PTRATIO,18.6,-0.400753804837149
PTRATIO,16.4,1.795651152319332
PTRATIO,16.4,2.0289466414797968
PTRATIO,16.4,1.978610441274778
PTRATIO,16.4,1.6829885862243068
PTRATIO,17.4,0.4226627857066559
PTRATIO,17.4,0.9748472513183956
PTRATIO,17.4,0.440930170297272
PTRATIO,17.4,0.9508584634006452
PTRATIO,17.4,0.3202984247833917
PTRATIO,17.4,0.1973498545073657
PTRATIO,17.4,0.4086482188741224
PTRATIO,17.4,0.7470972770050579
PTRATIO,17.4,0.3491200078603005
PTRATIO,17.4,0.7260121287460433
PTRATIO,17.4,1.2453652329646114
PTRATIO,17.4,0.6542301515415583
PTRATIO,17.4,0.2752683557390988
PTRATIO,17.4,0.3196726616043687
PTRATIO,17.4,0.4237288057905791
PTRATIO,17.4,1.157810719386439
PTRATIO,17.4,0.5485786463167371
PTRATIO,17.4,0.6560387776941621
PTRATIO,16.6,1.4770826467599134
PTRATIO,16.6,1.5291516466509294
PTRATIO,16.6,1.5736489332913806
PTRATIO,16.6,1.888760551487076
PTRATIO,16.6,1.768729577055712
PTRATIO,16.6,1.486156951419589
PTRATIO,19.1,-0.4644632264675624
PTRATIO,19.1,-0.3405576983046094
PTRATIO,19.1,-0.8193091389291565
PTRATIO,19.1,-0.7119653248346914
PTRATIO,19.1,-0.8907582652465638
PTRATIO,19.1,-1.1387493045740793
PTRATIO,19.1,-1.112443151773987
PTRATIO,19.1,-1.1672811473863207
PTRATIO,19.1,-1.2702342586869204
PTRATIO,19.1,-1.6824649424781688
PTRATIO,16.4,0.9373088167286576
PTRATIO,16.4,1.039953336379526
PTRATIO,15.9,0.6365688301014035
PTRATIO,13.0,3.9109922440963913
PTRATIO,13.0,4.458439374821061
PTRATIO,13.0,4.603442028635965
PTRATIO,13.0,4.503337873178576
PTRATIO,13.0,4.36717767958807
PTRATIO,13.0,4.06359988387381
PTRATIO,13.0,4.539028352067347
PTRATIO,13.0,4.485115245250312
PTRATIO,13.0,4.9964001254745884
PTRATIO,13.0,4.696598888968792
PTRATIO,13.0,4.406647731595646
PTRATIO,13.0,4.553511279495465
PTRATIO,18.6,-1.2228857216047204
PTRATIO,18.6,-0.7775071212676541
PTRATIO,18.6,-1.1265769433319728
PTRATIO,18.6,-1.100000414077562
PTRATIO,18.6,-1.969928600511292
PTRATIO,17.6,-0.8203509968919649
PTRATIO,17.6,-0.3564698376778213
PTRATIO,17.6,-0.8473264669512423
PTRATIO,17.6,-0.8062781947142146
PTRATIO,17.6,-0.1723654982991929
PTRATIO,14.9,3.0646185361185063
PTRATIO,14.9,2.829228503867453
PTRATIO,14.9,3.0739125375588765
PTRATIO,14.9,2.377223262048299
PTRATIO,13.6,2.29793505431248
PTRATIO,15.3,1.495160342943652
PTRATIO,15.3,2.4526172346680206
PTRATIO,18.2,-1.291318040293164
PTRATIO,16.6,1.363661336551189
PTRATIO,16.6,1.381030370167173
PTRATIO,16.6,1.275325706294786
PTRATIO,19.2,-2.8823342681591524
PTRATIO,19.2,-2.970002802844175
PTRATIO,19.2,-2.787783040615378
PTRATIO,16.0,3.0472178205486
PTRATIO,16.0,3.1966730518644773
PTRATIO,16.0,2.8718682471841706
PTRATIO,16.0,2.99549214066384
PTRATIO,16.0,3.4804318684627846
PTRATIO,14.8,3.025343126990499
PTRATIO,14.8,2.7667728251742987
PTRATIO,14.8,2.964129659643719
PTRATIO,16.1,2.2108905630918687
PTRATIO,16.1,2.156824258997208
PTRATIO,16.1,1.9081955968478417
PTRATIO,18.4,-1.387823651724472
PTRATIO,18.4,-1.1220521998501076
PTRATIO,18.4,-1.413232843069063
PTRATIO,18.4,-1.2040842113380326
PTRATIO,18.4,-0.5659583275588116
PTRATIO,18.4,-0.2497411897876955
PTRATIO,18.4,0.001027200565965
PTRATIO,18.4,-0.4803672795890997
PTRATIO,18.4,-0.1986912518019736
PTRATIO,18.4,-0.3703492152397064
PTRATIO,18.4,-0.4050033627503204
PTRATIO,18.4,-0.0850060619379168
PTRATIO,18.4,0.0272709379944291
PTRATIO,18.4,-0.0170789587037702
PTRATIO,18.4,-0.3798026852751286
PTRATIO,18.4,-0.2375427045306802
PTRATIO,19.6,-1.7097534013100912
PTRATIO,19.6,-1.6956793224282996
PTRATIO,19.6,-1.5706508674201336
PTRATIO,19.6,-1.2990590948897125
PTRATIO,19.6,-1.7571562827248457
PTRATIO,19.6,-1.8282302628313765
PTRATIO,19.6,-1.7225325152286517
PTRATIO,19.6,-1.4485899873110757
PTRATIO,16.9,1.912065048846348
PTRATIO,16.9,1.6729310010834777
PTRATIO,16.9,1.8476998285122168
PTRATIO,16.9,1.1863602452928337
PTRATIO,16.9,0.949799458559212
PTRATIO,20.2,-2.70267808064887
PTRATIO,20.2,-2.6742610788467625
PTRATIO,20.2,-2.587824000673796
PTRATIO,20.2,-2.4927768955048606
PTRATIO,20.2,-2.4277355609303406
PTRATIO,20.2,-2.630401763003177
PTRATIO,20.2,-2.5538495509243706
PTRATIO,20.2,-2.5217898042763
PTRATIO,15.5,1.993763982715923
PTRATIO,15.9,2.454918158153173
PTRATIO,17.6,-0.3246118505743696
PTRATIO,17.6,-0.4914175876621323
PTRATIO,18.8,-0.2608695075057268
PTRATIO,18.8,-0.1662481790364552
PTRATIO,17.9,-0.9802580714410828
PTRATIO,17.0,-0.1644301950256632
PTRATIO,19.7,-2.6972779939668974
PTRATIO,19.7,-2.5199720382262862
PTRATIO,18.3,-0.7748607415686787
PTRATIO,18.3,-0.539860009530663
PTRATIO,17.0,-0.2618783569343189
PTRATIO,22.0,-5.343735665820155
PTRATIO,22.0,-5.499122165519054
PTRATIO,20.2,-1.3437228144119546
PTRATIO,20.2,-1.5314139868580476
PTRATIO,20.2,-1.4903633072382774
PTRATIO,20.2,-1.0086899114679733
PTRATIO,20.2,-1.2001131309535338
PTRATIO,20.2,-1.0111759893004684
PTRATIO,20.2,-0.8073929963857964
PTRATIO,20.2,-1.3479769004818376
PTRATIO,20.2,-2.310804400705628
PTRATIO,20.2,-0.1020546470973028
PTRATIO,20.2,-0.3887579160653001
PTRATIO,20.2,0.383741115784952
PTRATIO,20.2,-0.2139150770304813
PTRATIO,20.2,-1.2312275882516597
PTRATIO,20.2,-1.3538883470056595
PTRATIO,20.2,-0.4534849011898202
PTRATIO,20.2,-1.04384482481398
PTRATIO,20.2,0.4155305023975231
PTRATIO,20.2,0.779132559261252
PTRATIO,20.2,-0.8374342575609605
PTRATIO,20.2,-0.4326287848758293
PTRATIO,20.2,-0.5332497461714402
PTRATIO,20.2,-0.2708396348811768
PTRATIO,20.2,-0.2873600280914245
PTRATIO,20.2,-0.2658943907487959
PTRATIO,20.2,-0.4147359488304203
PTRATIO,20.2,-0.1957936501815699
PTRATIO,20.2,-0.1765639101545829
PTRATIO,20.2,0.3523070383713678
PTRATIO,20.2,0.0890893435104791
PTRATIO,20.2,0.2801078313400862
PTRATIO,20.2,0.2185692343663057
PTRATIO,20.2,0.2068592745132383
PTRATIO,20.2,-0.2159697355496225
PTRATIO,20.2,-0.4127172358241802
PTRATIO,20.2,-0.5255125913180873
PTRATIO,20.2,0.0290177617659502
PTRATIO,20.2,-0.5903640744825929
PTRATIO,20.2,-0.4317512933486791
PTRATIO,20.2,-0.6200141919651371
PTRATIO,20.2,-0.5698931288363016
PTRATIO,20.2,-0.3287297960328117
PTRATIO,20.2,0.186912759300161
PTRATIO,20.2,-0.1898149982523275
PTRATIO,20.2,-0.1454853150448371
PTRATIO,20.2,-0.4745448427917242
PTRATIO,20.2,-0.5218320236053695
PTRATIO,20.2,-0.1132333990988535
PTRATIO,20.2,0.0512731606667198
PTRATIO,20.2,0.0885724690242059
PTRATIO,20.2,0.4809035190054993
PTRATIO,20.2,-0.3135792007632661
PTRATIO,20.2,0.2869646240790393
PTRATIO,20.2,-0.255962030174751
PTRATIO,20.2,0.0271137996514118
PTRATIO,20.2,-0.1910069707471096
PTRATIO,20.2,0.8044512824495033
PTRATIO,20.2,0.3915079799259132
PTRATIO,20.2,0.6189039918293981
PTRATIO,20.2,-0.2819460774436279
PTRATIO,20.2,-0.5402971020940448
PTRATIO,20.2,0.0526675033566154
PTRATIO,20.2,-0.0266789586014701
PTRATIO,20.2,-0.839644790594146
PTRATIO,20.2,-0.7619285932355037
PTRATIO,20.2,-0.6495068979454808
PTRATIO,20.2,-0.0813698964094986
PTRATIO,20.2,-0.1074517254009662
PTRATIO,20.2,0.0317910340920417
PTRATIO,20.2,-0.2452635968312137
PTRATIO,20.2,-0.1013929461955392
PTRATIO,20.2,-0.5061949869839291
PTRATIO,20.2,-0.4839946276552027
PTRATIO,20.2,-0.429622626322363
PTRATIO,20.2,-0.1497545970200536
PTRATIO,20.2,-0.2246323536410989
PTRATIO,20.2,-0.3414196517666669
PTRATIO,20.2,-0.8115450786773691
PTRATIO,20.2,-0.7009785511977006
PTRATIO,20.2,-0.7895762510574647
PTRATIO,20.2,-0.8699626064459723
PTRATIO,20.2,-0.5550729683154626
PTRATIO,20.2,-0.33794692560218
PTRATIO,20.2,-0.4349962917049543
PTRATIO,20.2,-0.448507882906183
PTRATIO,20.2,-0.7466085800637577
PTRATIO,20.2,-0.7709276276512336
PTRATIO,20.2,-0.7827158339758834
PTRATIO,20.2,-0.4925229978935797
PTRATIO,20.2,-0.7415972882156228
PTRATIO,20.2,-0.803314336859146
PTRATIO,20.2,-0.7636034108195161
PTRATIO,20.2,-0.567823037683683
PTRATIO,20.2,-0.6507435256535125
PTRATIO,20.2,-0.886684320117147
PTRATIO,20.2,-0.7573858819137853
PTRATIO,20.2,-0.6652273157067928
PTRATIO,20.2,-0.9917248750856028
PTRATIO,20.2,-0.8203941800645715
PTRATIO,20.2,-0.8090784345041871
PTRATIO,20.2,-0.6095406382874574
PTRATIO,20.2,-0.6403110678690345
PTRATIO,20.2,-0.7061012586350087
PTRATIO,20.2,-0.6490557856638356
PTRATIO,20.2,-0.8418687237651384
PTRATIO,20.2,-0.7597455210744504
PTRATIO,20.2,-0.7462844814863276
PTRATIO,20.2,-0.8803300638536106
PTRATIO,20.2,-0.490521955217287
PTRATIO,20.2,-0.4075229961993668
PTRATIO,20.2,-0.3718670559650492
PTRATIO,20.2,0.130811318933198
PTRATIO,20.2,0.1190906939687878
PTRATIO,20.2,0.055763627271092
PTRATIO,20.2,-0.0152782837007196
PTRATIO,20.2,0.1283226670099358
PTRATIO,20.2,-0.1857011434046342
PTRATIO,20.2,-0.6214979165227943
PTRATIO,20.2,0.2636567249404599
PTRATIO,20.2,0.142445809206069
PTRATIO,20.2,-0.2244726366779213
PTRATIO,20.2,0.3516812621683303
PTRATIO,20.2,-0.1150042259744821
PTRATIO,20.2,-0.2580098934259968
PTRATIO,20.2,0.0249422665488109
PTRATIO,20.2,-0.187671466864339
PTRATIO,20.2,-0.2953273587840215
PTRATIO,20.2,0.1173742838584629
PTRATIO,20.2,-0.1079982480581484
PTRATIO,20.2,-0.2640958456947381
PTRATIO,20.2,-0.0248274304966767
PTRATIO,20.2,-0.1411748040820901
PTRATIO,20.1,-0.5363454678266645
PTRATIO,20.1,-0.3813612836103528
PTRATIO,20.1,-0.1450011157285323
PTRATIO,20.1,-0.6890268396392106
PTRATIO,20.1,-0.8319901170078158
PTRATIO,19.2,-1.0267814634916503
PTRATIO,19.2,-1.091801790611742
PTRATIO,19.2,-0.934528899681261
PTRATIO,19.2,-0.6328418189782098
PTRATIO,19.2,-0.933410835527774
PTRATIO,19.2,-1.0722360924835563
PTRATIO,19.2,-0.8524950714236514
PTRATIO,19.2,-0.996195906403294
PTRATIO,21.0,-3.861954708197581
PTRATIO,21.0,-3.7093714543576097
PTRATIO,21.0,-4.033043780961372
PTRATIO,21.0,-3.9491299188050473
PTRATIO,21.0,-3.68695731928855
RAD,1.0,-0.4071367169845361
RAD,2.0,0.057508503982317
RAD,2.0,-0.0028669258487051
RAD,3.0,0.1361706301216903
RAD,3.0,0.1367814438638604
RAD,3.0,0.1786894215765424
RAD,5.0,0.1683789134355326
RAD,5.0,0.1867756966716276
RAD,5.0,0.2218651243138196
RAD,5.0,0.180695844673091
RAD,5.0,0.1714563145371178
RAD,5.0,0.1803887046823253
RAD,5.0,0.1534144881795724
RAD,4.0,-0.2335952539498133
RAD,4.0,-0.226290742651214
RAD,4.0,-0.2313169560222322
RAD,4.0,-0.2690543207867319
RAD,4.0,-0.2192863994297368
RAD,4.0,-0.2584741614963775
RAD,4.0,-0.213839949241885
RAD,4.0,-0.1875261611633042
RAD,4.0,-0.2108565647653124
RAD,4.0,-0.219060104230283
RAD,4.0,-0.191359910824645
RAD,4.0,-0.2021096303804063
RAD,4.0,-0.2209473112541032
RAD,4.0,-0.2053552113531413
RAD,4.0,-0.2427709469934408
RAD,4.0,-0.23746678081553
RAD,4.0,-0.2585015417005744
RAD,4.0,-0.2020495478233865
RAD,4.0,-0.2209818004810818
RAD,4.0,-0.2637344238859982
RAD,4.0,-0.2029616617487896
RAD,4.0,-0.2621439519191149
RAD,5.0,0.1620308908316402
RAD,5.0,0.156094211557438
RAD,5.0,0.1422038733036838
RAD,5.0,0.1254894713230411
RAD,3.0,0.0781916122459251
RAD,3.0,0.0485215998787189
RAD,3.0,0.1616041900972202
RAD,3.0,0.1968132835395223
RAD,3.0,0.1987548838069091
RAD,3.0,0.2340746600923187
RAD,3.0,0.2537879688407896
RAD,3.0,0.2502054595050898
RAD,3.0,0.2790997455936372
RAD,3.0,0.3296098870037348
RAD,3.0,0.2814950929363611
RAD,4.0,0.3766450032763664
RAD,4.0,0.379983035467077
RAD,4.0,0.322474784213662
RAD,4.0,0.3525418139231225
RAD,3.0,-1.2788963785458314
RAD,5.0,0.4821444095146081
RAD,2.0,-0.3828743645964335
RAD,5.0,0.4735127083664227
RAD,8.0,0.4902747918860025
RAD,8.0,0.523565380594671
RAD,8.0,0.5496329960018248
RAD,8.0,0.5561481125763047
RAD,8.0,0.5091877572860319
RAD,8.0,0.4718226735386882
RAD,3.0,0.204651496664578
RAD,4.0,-0.1619806807152269
RAD,4.0,-0.1203931784223452
RAD,4.0,-0.3398518740355014
RAD,4.0,-0.3095337938410401
RAD,4.0,-0.3311119323028107
RAD,4.0,-0.0936207257705666
RAD,4.0,-0.0611590191612828
RAD,4.0,-0.0723192067552051
RAD,4.0,-0.0877025493072026
RAD,5.0,-0.4675838928718763
RAD,5.0,-0.4396590457518886
RAD,5.0,-0.4149225567280632
RAD,5.0,-0.4277449970567801
RAD,5.0,-0.4273401191931494
RAD,5.0,-0.4200602822807511
RAD,4.0,-0.0073709349262485
RAD,4.0,0.0293639959642992
RAD,4.0,0.0154977375804461
RAD,4.0,0.0331896022857773
RAD,3.0,0.0785307118807559
RAD,3.0,0.069543597714909
RAD,3.0,0.0992564104675134
RAD,3.0,0.1015557036184925
RAD,2.0,-0.2050721960927993
RAD,2.0,-0.2278975865702963
RAD,2.0,-0.1878437533272825
RAD,2.0,-0.1807245483032025
RAD,4.0,0.2747414330420806
RAD,4.0,0.2663460780496035
RAD,4.0,0.3068110563975013
RAD,2.0,-0.2484346758431979
RAD,2.0,-0.2001653934680147
RAD,2.0,-0.3009649284915832
RAD,2.0,-0.3203147313124169
RAD,2.0,-0.2746914815554273
RAD,5.0,-0.5580629372153404
RAD,5.0,-0.5686459529147571
RAD,5.0,-0.6368086242284566
RAD,5.0,-0.51825830927788
RAD,5.0,-0.5171509723437355
RAD,5.0,-0.4904110801390905
RAD,5.0,-0.492390826177392
RAD,5.0,-0.5182540297875818
RAD,5.0,-0.5270237669624281
RAD,5.0,-0.5199385365070143
RAD,5.0,-0.547555366546832
RAD,6.0,-0.5602617810980058
RAD,6.0,-0.5033164097767405
RAD,6.0,-0.5117229960625725
RAD,6.0,-0.5345856784687719
RAD,6.0,-0.5247872049550083
RAD,6.0,-0.5386744997215289
RAD,6.0,-0.5232346655533734
RAD,6.0,-0.53573566953425
RAD,6.0,-0.5204200125051474
RAD,2.0,0.582242810269348
RAD,2.0,0.5832673399166501
RAD,2.0,0.595382734763029
RAD,2.0,0.6066331255257635
RAD,2.0,0.6024844761974442
RAD,2.0,0.5895885018405005
RAD,2.0,0.6135628055374425
RAD,4.0,-0.8053795510640632
RAD,4.0,-0.8436135922405585
RAD,4.0,-0.8106880035195166
RAD,4.0,-0.8485741950786274
RAD,4.0,-0.8548338640761098
RAD,4.0,-0.8528578579667209
RAD,4.0,-0.8183842698281726
RAD,4.0,-0.8588733490429611
RAD,4.0,-0.8427911966618392
RAD,4.0,-0.8267663387220808
RAD,4.0,-0.8470930293212915
RAD,4.0,-0.8091535219126383
RAD,4.0,-0.8299120238262583
RAD,4.0,-0.8297013155923032
RAD,4.0,-0.7713497609769927
RAD,5.0,-0.4489627460659826
RAD,5.0,-0.374761868462791
RAD,5.0,-0.3249979530204219
RAD,5.0,-0.4541928008079343
RAD,5.0,-0.4328976334787448
RAD,5.0,-0.3238126410358516
RAD,5.0,-0.3506103969328179
RAD,5.0,-0.3838965293059408
RAD,5.0,-0.3934640049460608
RAD,5.0,-0.360429946596413
RAD,5.0,-0.4335073327679267
RAD,5.0,-0.4105678482988643
RAD,5.0,-0.4965776653001943
RAD,5.0,-0.6115714858079161
RAD,5.0,-0.4488053369218565
RAD,5.0,-0.2875361067544581
RAD,5.0,-0.2412501212531828
RAD,5.0,-0.4164484399397724
RAD,5.0,-0.3510062937582956
RAD,5.0,-0.3245827669490295
RAD,5.0,-0.4255487357981939
RAD,5.0,-0.4551527587962473
RAD,5.0,-0.2351322060930541
RAD,5.0,-0.3061397242874865
RAD,5.0,-0.3522401365452565
RAD,5.0,-0.2918607153431508
RAD,5.0,-0.2873077998436399
RAD,5.0,-0.2847793962204623
RAD,5.0,-0.2490681607088317
RAD,5.0,-0.247283672021732
RAD,5.0,0.1829097286254473
RAD,5.0,0.1301331038549247
RAD,5.0,0.1472366702595303
RAD,5.0,0.076589684456709
RAD,5.0,0.1190431617053435
RAD,5.0,0.1235721783084837
RAD,5.0,0.0951345459360425
RAD,3.0,0.3631210434055623
RAD,3.0,0.3425544715290058
RAD,3.0,0.4147636485667729
RAD,3.0,0.3801149536467494
RAD,3.0,0.4156516943236841
RAD,3.0,0.4662081291516946
RAD,3.0,0.4172229011204935
RAD,3.0,0.310574489027424
RAD,5.0,-0.408987913669054
RAD,5.0,-0.4144334136879906
RAD,5.0,-0.4348057191426385
RAD,5.0,-0.4483118611380273
RAD,5.0,-0.4255560969971635
RAD,5.0,-0.4541123797113446
RAD,1.0,-0.1691088332322836
RAD,1.0,-0.1568029881023352
RAD,4.0,0.2815351532377573
RAD,2.0,-0.2983727131941263
RAD,2.0,-0.2968669203689913
RAD,2.0,-0.2939519816135201
RAD,3.0,-0.79354209827966
RAD,3.0,-0.8070835451371289
RAD,2.0,-0.4377512842840356
RAD,2.0,-0.5364827634358413
RAD,4.0,0.5116287383149457
RAD,4.0,0.4997148857583158
RAD,4.0,0.1077037795136357
RAD,4.0,0.1057470604321341
RAD,4.0,0.154246162692786
RAD,4.0,0.0358068592433081
RAD,4.0,0.1152076680200306
RAD,4.0,0.0742729946889275
RAD,4.0,0.1042669504843635
RAD,4.0,0.0498158605427778
RAD,4.0,0.0852706719534301
RAD,4.0,0.119974272673834
RAD,4.0,0.1055494449644621
RAD,5.0,0.3092746142322657
RAD,5.0,0.3779180902201786
RAD,5.0,0.3406519232712811
RAD,5.0,0.309311755760316
RAD,8.0,0.3481136571854568
RAD,8.0,0.4005798558831052
RAD,8.0,0.3378955446195137
RAD,8.0,0.4444698451691262
RAD,8.0,0.3548159404324808
RAD,8.0,0.3302583281185328
RAD,8.0,0.3717886091114886
RAD,8.0,0.4106641126410247
RAD,8.0,0.3324642607325215
RAD,8.0,0.3958314751406819
RAD,8.0,0.4671024120840687
RAD,8.0,0.3932316087400904
RAD,8.0,0.3377680912784371
RAD,8.0,0.34316605474188
RAD,8.0,0.3277839684233759
RAD,8.0,0.4563504922689141
RAD,8.0,0.3482920296506157
RAD,8.0,0.391933365122269
RAD,6.0,0.2565911960895031
RAD,6.0,0.2710545680434765
RAD,6.0,0.2695348259504875
RAD,6.0,0.3233701698280298
RAD,6.0,0.289656389496804
RAD,6.0,0.2472042125897204
RAD,7.0,0.1902080942932825
RAD,7.0,0.1938413170166178
RAD,7.0,0.1295805106315752
RAD,7.0,0.1576870015228244
RAD,7.0,0.1222955687465621
RAD,7.0,0.0847205738066632
RAD,7.0,0.0958418483411676
RAD,7.0,0.0865583808199726
RAD,7.0,0.0570606522973661
RAD,7.0,-0.0125413398494489
RAD,1.0,-0.4271407795656997
RAD,1.0,-0.4224408506867387
RAD,3.0,0.2410957620109142
RAD,5.0,0.2978855477768176
RAD,5.0,0.3812002312757989
RAD,5.0,0.4094769519219114
RAD,5.0,0.3786791662893257
RAD,5.0,0.3648450482645116
RAD,5.0,0.3176380841938338
RAD,5.0,0.3796522189764542
RAD,5.0,0.3843644218546627
